"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"St. Lucia","LCA","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","14.668","18.335","18.335","22.002","22.002","25.669","29.336","33.003","36.67","62.339","66.006","69.673","77.007","80.674","73.34","77.007","84.341","69.673","99.009","150.347","113.677","95.342","113.677","102.676","113.677","128.345","132.012","146.68","165.015","165.015","161.348","168.682","150.347","231.021","256.69","308.028","322.696","304.361","293.36","333.697","348.365","348.365","289.693","359.366","355.699","366.7","366.7","385.035","396.036","385.035","403.37","407.037","407.037","407.037","407.037","410.704","414.371","","","","","",
"Latin America & Caribbean","LCN","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","205512.99276661","210880.116354666","220608.962245829","219831.564757483","236007.412495767","241998.605639129","253166.219558258","270425.938794718","292869.553782794","324982.050032179","359419.263770753","386392.714123617","410757.397905011","451185.804786946","484965.220650766","499683.4480984","536265.979905776","551615.842812692","584348.762057584","620146.421400764","656456.116589635","646383.586632454","650345.323832681","607199.763229457","610399.052893037","624956.568359908","641827.588852193","670531.496114213","684405.051290856","701010.710140485","691442.741053145","701350.39310726","734825.624887235","748709.792137721","760317.927663968","758916.430296826","778204.771395012","818803.347126379","875711.614884966","902138.249239795","879983.378860015","908629.985044396","913387.601440054","914733.03891251","897892.646548933","939761.913226509","950005.924648739","965710.169813354","1012621.08968633","993074.873072589","1024614.16982275","1035325.34703403","1089849.20060532","1102239.33730615","1105611.71264319","1066078.18698199","1036571.29261272","","","","","",
"Least developed countries: UN classification","LDC","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","18342.4557944617","19316.0468663546","20779.7376405886","23145.1320748164","24566.6991732192","27860.9390438574","30647.7902447652","31961.6997104105","36554.7031162544","41212.076726467","43688.4363533606","44112.4856532632","35567.1350293326","37778.2492359678","37623.0169029677","37267.1183834065","36002.5427926255","36490.9567184062","39531.2387525295","43582.4240283849","45324.0550815564","44676.6226683123","42404.9299902625","43991.3287104339","43669.5055810435","43991.3287104339","44309.3656853609","47944.0739702405","49121.5680083629","48867.8956593141","48447.6325138749","54018.6591576957","54345.7032319281","53285.6293361403","52334.5701317633","64292.5186863207","64934.1827992049","65375.5586918824","65954.1691058126","70994.7559810122","71884.9258485971","78457.3467042658","81895.6278178125","90291.003151875","95021.7305226562","96524.6063540625","104401.748642813","109317.559244063","116517.296909297","124279.687595156","135051.531608438","140156.127104766","142143.921","154182.682","177383.791","160244.233","169789.434","","","","","",
"Low income","LIC","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","10462.8644410349","11180.6335055914","11440.9233861449","12493.5040478293","13915.2734490598","14501.0216028788","17001.7156441832","18135.6639932431","23332.3014604581","27646.5619010867","27571.4659839304","30845.6479719445","29967.0257412159","31382.5837796119","34315.0793445649","35291.3262675966","35790.7141166859","38182.5190781136","41193.8653560807","52529.5940508221","51940.0911011452","56798.7969411569","53419.4806691241","58507.2290564624","62337.120831433","60591.1407575494","64856.5888520264","70819.2046742355","72734.1505617208","69527.5548991474","65003.0258904812","71986.9461860158","69122.0369465034","67552.5322779371","66061.8783223848","69134.2646328455","71181.2838070461","71619.6654087805","75093.2823377778","77028.8485623848","77671.5605717073","80677.0751124119","70382.5376682927","90057.6983698645","91190.8033573984","93211.8168433604","99393.7404474797","116449.756833604","122966.039286504","121208.797781247","116185.9848529","114822.543769539","102815.346","106629.026","107421.098","99650.725","101920.598","","","","","",
"Liechtenstein","LIE","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","","","","",
"Sri Lanka","LKA","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","1525.472","1921.508","2141.528","2108.525","1767.494","2244.204","2537.564","2482.559","3017.941","4118.041","3377.307","2970.27","3347.971","3461.648","2680.577","2691.578","2581.568","2742.916","3135.285","3527.654","3120.617","3707.337","4088.705","4554.414","3626.663","3652.332","3402.976","3777.01","3292.966","3281.965","3670.667","3971.361","4774.434","4701.094","5056.793","5452.829","6593.266","7128.648","7385.338","8122.405","9732.218","9886.232","10546.292","10267.6","11371.367","11122.011","10949.662","11345.698","11089.008","12005.758","12170.773","13014.183","13113.192","11932.418","13102.191","13751.25","16486.832","","","","","",
"Lower middle income","LMC","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","142809.044832673","151177.45597137","157623.195688605","173165.823628954","187266.031786146","203671.082418271","219327.245132172","216331.693459282","255265.054760763","257516.123738479","303096.966619948","326545.62810266","325827.587181811","363773.627011245","370680.916360276","389764.065250584","408371.456966341","451436.291581217","476585.344447045","525429.747700908","530834.877822885","548715.418299746","587181.266893967","620845.492152446","638364.809589369","669267.000140041","667667.927414468","683394.345128779","738357.514266445","778092.048659468","780933.3762297","829296.59968264","898801.159550509","880954.966861184","870667.549990334","917190.146427671","950924.071696148","982442.809873718","1018898.04113798","1068967.13743774","1133908.06097861","1137348.20252045","1120107.152","1143436.606","1185603.439","1187169.248","1201881.252","1243762.059","1335323.382","1424358.142","1444343.292","1477005.261","1528544.946","1581577.1","1677161.122","1741348.29","1808340.713","","","","","",
"Low & middle income","LMY","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","800955.160886226","855703.732001598","930334.872424145","998290.748953271","1086601.0205957","1156516.31224064","1264783.73880711","1337416.27858993","1471725.38052649","1594233.50693747","1786424.96478649","1962035.002806","2099027.60885441","2291711.12858835","2431984.30017332","2571528.4571946","2720939.16359477","2868577.03912416","3061683.05593477","3157357.9331611","3212203.85269326","3240208.78147182","3309419.601611","3341545.94795126","3322061.37688569","3389056.15843641","3457943.89257578","3363047.73545156","3464666.56664879","3543627.95657716","3405347.14865769","3521109.71657761","3049245.22104921","3030325.28877152","2892855.43412512","2980586.94094319","3060632.9142814","3158411.61659305","3209627.62853148","3271660.86304752","3394485.70946084","3429048.50407954","3368485.32126938","3523743.31048418","3747290.94157848","3762985.47515674","3854660.03693862","3902826.26996126","4137778.85018166","4191222.64922935","4366369.38641043","4525050.15146212","4679369.57972125","4825893.0121275","4982863.80692147","5051855.26917567","5177645.32603259","","","","","",
"Lesotho","LSO","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","330.03","333.697","341.031","348.365","348.365","355.699","359.366","366.7","370.367","374.034","381.368","385.035","388.702","388.702","410.704","414.371","410.704","421.705","443.707","506.046","524.381","550.05","594.054","594.054","575.719","638.058","803.073","","","","","",
"Late-demographic dividend","LTE","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","566313.009423465","613171.68272966","683723.171388339","738097.067904715","783909.430261017","845655.040805065","913034.892710382","974208.972296201","1053955.78131895","1149332.54335542","1316207.42292529","1429098.97411431","1557883.95003536","1702704.22007526","1808498.2485135","1907713.59081551","2015955.87952872","2099683.13820382","2254827.44619131","2287907.33378075","2314907.10479329","2284052.53987099","2278195.3609019","2276432.1270946","2256027.25586249","2303342.723064","2341035.39242979","2202639.77890617","2228030.34573134","2247908.27352679","2189340.53724694","2216109.26382955","1689417.13864919","1711303.40259212","1589907.49305128","1622037.99674931","1670103.98451082","1730427.46652871","1723983.56906423","1739503.796214","1829840.71320022","1859168.23273073","1816993.70243243","1919195.10266739","2068921.17361565","2102138.01906115","2185752.16304804","2228819.32132746","2333729.71133691","2302347.89759321","2476140.70608513","2559484.3827076","2694616.88780644","2757255.34147084","2799726.08329948","2787293.37740876","2855130.22631085","","","","","",
"Lithuania","LTU","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13831.924","11796.739","11675.728","10157.59","9431.524","9611.207","11118.344","8610.116","6710.61","7367.003","7311.998","6424.584","6798.618","7047.974","6959.966","7011.304","7697.033","6582.265","6545.595","6149.559","6347.577","6120.223","6791.284","7168.985","7535.685","","","","","",
"Luxembourg","LUX","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","649.059","773.737","1199.109","1727.157","2079.189","2478.892","2834.591","3138.952","3461.648","3817.347","4085.038","4206.049","4396.733","4895.445","4323.393","3872.352","4165.712","4140.043","4180.38","3780.677","2977.604","2874.928","2852.926","2731.915","2673.243","2893.263","3164.621","3600.994","3678.001","4081.371","4407.734","5196.139","5375.822","5383.156","5284.147","4737.764","4862.442","4979.786","5133.8","5386.823","5852.532","6208.231","6296.239","6831.621","7781.374","8140.74","7686.032","7524.684","7576.022","7058.975","7403.673","7697.033","7466.012","7348.668","7003.97","6761.948","6611.601","","","","","",
"Latvia","LVA","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7924.387","7374.337","7480.68","6013.88","6032.215","5053.126","4895.445","4033.7","3351.638","3608.328","3446.98","3810.013","3953.026","3949.359","4330.727","4646.089","4290.39","3916.356","4000.697","3549.656","3487.317","3520.32","3674.334","3766.009","3762.342","","","","","",
"Macao SAR, China","MAC","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","36.67","51.338","84.341","88.008","113.677","121.011","139.346","154.014","157.681","161.348","194.351","216.353","227.354","216.353","260.357","289.693","249.356","308.028","410.704","414.371","517.047","535.382","480.377","678.395","601.388","733.4","876.413","971.755","964.421","1030.427","1034.094","1092.766","1081.765","1180.774","1272.449","1232.112","1408.128","1488.802","1558.475","1518.138","1631.815","1686.82","1518.138","1532.806","1716.156","1829.833","1620.814","1364.124","971.755","1708.822","935.085","1144.104","1125.769","982.756","1173.44","1785.829","1749.159","","","","","",
"St. Martin (French part)","MAF","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","2456.89","2581.568","1917.841","2713.58","2944.601","3072.946","3821.014","3780.677","4048.368","4107.04","5291.481","6098.221","5581.174","7132.315","8507.44","8188.411","8309.422","9328.848","9688.214","12401.794","12339.455","12071.764","13025.184","13219.535","13718.247","13402.885","12819.832","13553.232","14477.316","15922.114","16651.847","16538.17","18191.987","19680.789","20516.865","20172.167","19156.408","19915.477","19141.74","20483.862","19739.461","19856.805","19966.815","20054.823","24026.184","25324.302","25955.026","27550.171","30645.119","30854.138","34436.797","36603.994","37286.056","37003.697","34488.135","34106.767","34682.486","","","","","",
"Monaco","MCO","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9508.531","6391.581","3380.974","3054.611","2812.589","2570.567","2126.86","1419.129","1283.45","1433.797","1631.815","1767.494","1910.507","1921.508","1870.17","1932.509","2035.185","1976.513","2174.531","2269.873","2086.523","2148.862","2178.198","2291.875","2464.224","","","","","",
"Madagascar","MDG","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","352.032","344.698","374.034","399.703","425.372","498.712","513.38","770.07","825.075","762.736","880.08","931.418","1199.109","1008.425","1122.102","1613.48","898.415","777.404","953.42","1026.76","1518.138","935.085","920.417","557.384","832.409","1026.76","1074.431","1232.112","1217.444","865.412","872.746","953.42","924.084","946.086","1199.109","1246.78","1294.451","1576.81","1661.151","1778.495","1818.832","1686.82","1195.442","1576.81","1697.821","1624.481","1569.476","1650.15","1774.828","1664.818","1771.161","1895.839","1954.511","1928.842","2159.863","2471.558","2731.915","","","","","",
"Maldives","MDV","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","3.667","3.667","3.667","3.667","7.334","11.001","14.668","22.002","29.336","44.004","47.671","47.671","51.338","58.672","66.006","80.674","80.674","95.342","124.678","172.349","154.014","231.021","198.018","198.018","249.356","289.693","330.03","300.694","421.705","451.041","462.042","594.054","506.046","667.394","601.388","759.069","781.071","843.41","883.747","935.085","986.423","1111.101","1092.766","1316.453","1301.785","1444.798","","","","","",
"Middle East & North Africa","MEA","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","73771.1842877645","77617.5280928185","85288.1736180838","94850.7647590156","92341.640767753","105433.076691866","119762.395305773","96499.7511678922","112342.445651814","113246.06328294","125834.264997849","145816.703669895","145776.298003463","170306.210770361","185608.93862105","201756.512224416","239039.922614356","282285.005424283","289018.05874889","349031.493128283","341137.695204344","372540.244507161","405030.073561251","451463.530776938","459386.714640101","485492.448397865","510452.130525908","507307.835028983","548646.505031779","560084.981874565","507080.094","590574.017","635971.477","700910.38","716429.124","691999.57","690048.726","658937.898","708636.749","768958.899","859042.421","875441.245","838840.918","899449.094","958773.82","961491.067","1010350.175","957226.346","1047764.576","1114408.634","1131221.829","1110789.305","1257847.006","1231371.266","1289071.511","1214998.111","1138024.114","","","","","",
"Mexico","MEX","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","43002.909","45008.758","42262.175","42812.225","46490.226","47337.303","50344.243","56655.15","59460.405","66959.42","73468.345","85004.727","89966.178","99130.011","103413.067","111260.447","129514.773","140075.733","155697.153","166602.811","195957.146","207772.22","215751.612","195843.469","198069.338","204387.579","219737.641","231032.001","232531.804","247878.199","235832.104","246734.095","248923.294","250001.392","258263.143","237438.25","237038.547","252410.611","264493.376","271625.691","264090.006","275802.404","265578.808","273418.854","276964.843","291361.485","284922.233","286884.078","288633.237","272964.146","259891.291","272733.125","290393.397","277921.93","269495.164","259088.218","252597.628","","","","","",
"Marshall Islands","MHL","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.671","51.338","77.007","84.341","84.341","88.008","88.008","88.008","91.675","88.008","99.009","102.676","110.01","106.343","117.344","113.677","121.011","124.678","128.345","132.012","135.679","139.346","135.679","139.346","143.013","143.013","143.013","","","","","",
"Middle income","MIC","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","791333.245031171","845421.389097408","919909.301941307","986874.079600599","1073839.32568048","1143275.85870302","1249039.61934107","1320593.75278467","1449480.87958923","1567514.26619639","1760253.27393264","1932667.0630876","2070962.35588265","2262546.20026539","2399915.56606931","2538717.41981914","2687936.99025383","2833286.76716509","3023529.47065934","3106900.26911107","3162530.62707991","3185230.3708488","3258345.38603563","3284923.22760591","3261156.38412079","3330243.82450319","3394581.21789975","3292862.11732351","3392608.95188727","3475307.10382527","3341695.42379249","3450019.68592255","2980191.65498766","2962819.21260714","2826867.69469034","2911538.0908134","2989540.94649779","3086868.61828232","3134631.78365676","3194735.42442873","3316902.44714029","3348479.32926197","3298133.87336405","3433857.69781424","3656244.23783301","3669932.28352744","3755462.41867055","3786773.31607803","4015227.30848037","4070390.41524235","4250445.17194784","4410426.61572271","4576553.99893341","4719263.73940116","4875442.47482583","4952204.37829248","5075724.55965065","","","","","",
"North Macedonia","MKD","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3157.287","2346.88","2148.862","2284.541","3575.325","2981.271","2735.582","2687.911","2819.923","2299.209","2563.233","2530.23","2599.903","2684.244","2867.594","3098.615","2779.586","2812.589","2746.583","2768.585","2702.579","2636.573","2636.573","2783.253","2845.592","","","","","",
"Mali","MLI","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","121.011","117.344","139.346","176.016","176.016","198.018","190.684","223.687","198.018","161.348","201.685","227.354","245.689","245.689","282.359","315.362","315.362","396.036","377.701","414.371","381.368","385.035","352.032","407.037","425.372","396.036","370.367","348.365","374.034","407.037","414.371","425.372","440.04","451.041","462.042","465.709","487.711","517.047","770.07","803.073","832.409","839.743","858.078","858.078","891.081","916.75","1081.765","1298.118","1558.475","1785.829","1976.513","2159.863","2299.209","2478.892","2651.241","2852.926","2863.927","","","","","",
"Malta","MLT","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","330.03","286.026","322.696","403.37","487.711","469.376","407.037","517.047","630.724","649.059","660.06","660.06","839.743","803.073","744.401","667.394","762.736","803.073","935.085","905.749","1019.426","1140.437","1250.447","858.078","1114.768","704.064","1155.105","1444.798","1459.466","1485.135","1569.476","1602.479","1653.817","2057.187","1991.181","2104.858","2178.198","2445.889","2145.195","2346.88","2115.859","2486.226","2299.209","2581.568","2574.234","2698.912","2574.234","2724.581","2559.566","2478.892","2559.566","2548.565","2680.577","2346.88","2346.88","1620.814","1342.122","","","","","",
"Myanmar","MMR","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","1716.156","1837.167","1906.84","1969.179","2192.866","2277.207","2464.224","2988.605","2599.903","2592.569","3527.654","3934.691","3802.679","3160.954","3556.99","3175.622","3622.996","3824.681","3655.999","3784.344","4030.033","4411.401","4121.708","4279.389","4737.764","4316.059","4206.049","2390.884","1690.487","1917.841","2046.186","2020.517","2907.931","3083.947","3454.314","3832.015","3912.689","3890.687","4679.092","5427.16","5782.859","4723.096","5416.159","5889.202","6274.237","5265.812","5460.163","5562.839","5159.469","3857.684","7499.015","7700.7","6266.903","7165.318","9684.547","10043.913","14502.985","","","","","",
"Middle East & North Africa (excluding high income)","MNA","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","58117.8042696122","57250.209747022","57945.0206146896","64562.2669734284","71690.5118009809","76175.534333015","90384.232764418","75307.9398104248","92994.3688281428","87785.1254446245","89880.5867915585","105148.04464036","107805.971927786","124389.526552381","138447.498816724","149663.731394787","178514.925518888","200660.6433328","198348.283355219","238540.702488603","226938.463872947","239298.009571881","254752.956067513","283986.47998123","293552.077217585","303393.39305222","300566.358357848","317668.263947211","348581.833186452","360231.86302581","342560.139","373964.327","391954.629","413725.608","429666.057","436516.013","428331.269","434920.868","490956.295","533456.825","530655.237","542943.354","515374.848","554468.735","579426.337","579840.708","583947.748","552664.571","607137.856","628278.111","624317.751","637544.62","673741.577","693660.721","710767.276","666554.257","671904.41","","","","","",
"Montenegro","MNE","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","388.702","806.74","1030.427","1092.766","865.412","799.406","729.733","707.731","700.397","689.396","744.401","832.409","","","","","",
"Mongolia","MNG","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","495.045","506.046","550.05","575.719","634.391","616.056","612.389","689.396","744.401","770.07","821.408","894.748","964.421","1070.764","1162.439","1195.442","1294.451","1393.46","1668.485","1745.492","1877.504","2002.182","2079.189","2192.866","894.748","2365.215","2405.552","2614.571","2687.911","2456.89","2456.89","1862.836","1749.159","1642.816","1096.433","1019.426","1151.438","1125.769","1213.777","1199.109","1316.453","1488.802","1430.13","1565.809","1727.157","1686.82","1950.844","2398.218","2555.899","2328.545","2471.558","3069.279","3479.983","3674.334","3391.975","3366.306","3050.944","","","","","",
"Northern Mariana Islands","MNP","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","436.373","1026.76","374.034","216.353","707.731","627.057","850.744","638.058","1155.105","1448.465","1243.113","1745.492","1639.149","1701.488","1422.796","1375.125","1125.769","1719.823","2057.187","1895.839","2328.545","1595.145","1719.823","1287.117","979.089","766.403","770.07","781.071","806.74","836.076","828.742","817.741","832.409","909.416","876.413","935.085","953.42","1015.759","1026.76","1081.765","1213.777","1444.798","1334.788","1613.48","1639.149","1437.464","1518.138","1840.834","1749.159","1965.512","2115.859","2427.554","2317.544","3160.954","5526.169","3520.32","5625.178","","","","","",
"Mauritania","MRT","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","36.67","47.671","62.339","88.008","117.344","161.348","179.683","198.018","234.688","267.691","396.036","385.035","429.039","454.708","469.376","495.045","502.379","539.049","568.385","586.72","612.389","616.056","865.412","920.417","854.411","638.058","363.033","3230.627","3171.955","2790.587","839.743","854.411","891.081","913.083","942.419","1004.758","1056.096","1074.431","1067.097","1096.433","1114.768","1173.44","1250.447","1290.784","1386.126","1437.464","1422.796","1639.149","1774.828","1961.845","1961.845","2112.192","2332.212","2046.186","2500.894","2464.224","2299.209","","","","","",
"Mauritius","MUS","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","172.349","172.349","245.689","201.685","304.361","300.694","267.691","498.712","634.391","572.052","498.712","392.369","689.396","674.728","689.396","590.387","616.056","638.058","627.057","656.393","590.387","539.049","498.712","557.384","561.051","612.389","678.395","832.409","744.401","854.411","1265.115","1349.456","1518.138","1609.813","1532.806","1664.818","1840.834","1877.504","2009.516","2104.858","2097.524","2174.531","2148.862","2310.21","2423.887","2442.222","2493.56","2365.215","2225.869","2299.209","2343.213","2412.886","2379.883","2398.218","2475.225","2526.563","2632.906","","","","","",
"Malawi","MWI","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","","","","","150.347","154.014","198.018","201.685","234.688","256.69","304.361","348.365","366.7","381.368","366.7","341.031","374.034","440.04","469.376","498.712","495.045","440.04","407.037","421.705","410.704","443.707","443.707","436.373","465.709","498.712","517.047","575.719","572.052","649.059","671.061","674.728","682.062","685.729","685.729","704.064","634.391","594.054","623.39","671.061","704.064","682.062","689.396","740.734","843.41","861.745","784.738","803.073","821.408","854.411","715.065","784.738","931.418","","","","","",
"Malaysia","MYS","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","3333.303","3736.673","3824.681","4697.427","6120.223","6057.884","7205.655","8016.062","8001.394","8984.15","13773.252","14994.363","15925.781","15375.731","15342.728","15199.715","18819.044","17843.622","19211.413","22313.695","23047.095","26149.377","25346.304","30560.778","25713.004","27722.52","27990.211","28081.886","30469.103","32372.276","38338.485","42229.172","45602.812","54304.603","55199.351","61979.634","69566.657","70828.105","59750.098","52867.139","56508.47","64491.529","61972.3","63497.772","68686.577","69724.338","62988.059","69731.672","71227.808","65356.941","74392.429","72584.598","75334.848","86746.552","89628.814","77054.671","87747.643","","","","","",
"North America","NAC","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","1398674.474","1417313.835","1462388.599","1494900.221","1539098.572","1617942.739","1687069.356","1762338.198","1870379.019","1964961.95","2251523.332","2319762.535","2504795.688","2640243.667","2551362.921","2479203.695","2535708.498","2679066.196","2729043.739","2667258.456","2460454.324","2265685.286","2139910.853","2122609.947","2152551.002","2150347.135","2233848.392","2300485.116","2393381.227","2382116.203","2200111.992","2154252.49","2204468.388","2250111.537","2278673.8","2282304.13","2342296.25","2404360.225","2461070.38","2495679.526","2549731.106","2560028.042","2529005.222","2621886.665","2682128.141","2699517.055","2659037.042","2643023.253","2500875.665","2408511.269","2417785.112","2336924.095","2284306.312","2315607.824","2331372.257","2402431.383","2380205.696","","","","","",
"Namibia","NAM","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1015.759","1122.102","1151.438","1309.119","1576.81","1686.82","1741.825","1789.496","1650.15","1631.815","2009.516","1756.493","1855.502","1958.178","2255.205","2159.863","2203.867","2478.892","2669.576","2819.923","2566.9","2856.593","2192.866","3311.301","3516.653","3689.002","","","","","",
"New Caledonia","NCL","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","179.683","223.687","190.684","183.35","359.366","440.04","594.054","612.389","916.75","781.071","1334.788","1503.47","1382.459","2299.209","2416.553","2229.536","2167.197","1866.503","1397.127","1378.792","1653.817","1151.438","1067.097","869.079","902.082","953.42","920.417","1023.093","1026.76","1067.097","1114.768","1254.114","1217.444","1375.125","1404.461","1532.806","1477.801","1477.801","1492.469","1763.827","1532.806","1177.107","1646.483","1884.838","1749.159","2097.524","1936.176","2255.205","2159.863","2159.863","2291.875","2324.878","2339.546","2570.567","3047.277","2819.923","2849.259","","","","","",
"Niger","NER","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","29.336","55.005","66.006","88.008","95.342","91.675","128.345","121.011","150.347","179.683","201.685","216.353","238.355","293.36","278.692","326.363","315.362","348.365","396.036","462.042","498.712","590.387","612.389","601.388","575.719","575.719","557.384","546.383","564.718","572.052","370.367","333.697","322.696","366.7","341.031","304.361","366.7","399.703","425.372","425.372","447.374","399.703","407.037","462.042","436.373","429.039","399.703","465.709","509.713","667.394","828.742","927.751","1342.122","1540.14","1646.483","1668.485","1631.815","","","","","",
"Nigeria","NGA","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","1877.504","2456.89","2339.546","2456.89","3234.294","4257.387","5177.804","6633.603","3527.654","3751.341","5496.833","6409.916","7040.64","8588.114","9666.212","9629.542","11301.694","8837.47","9145.498","13725.581","21096.251","24975.937","29130.648","29471.679","37762.766","35529.563","38155.135","26934.115","33223.02","32603.297","29801.709","31209.837","35133.527","33036.003","23549.474","22255.023","25551.656","29317.665","25610.328","26945.116","31565.536","37234.718","37605.085","34231.445","30872.473","39827.287","32005.576","27282.48","33527.381","27275.146","59405.4","70120.374","56625.814","62265.66","66658.726","54205.594","61664.272","","","","","",
"Nicaragua","NIC","CO2 emissions from liquid fuel consumption (kt)","EN.ATM.CO2E.LF.KT","517.047","542.716","638.058","817.741","920.417","748.068","920.417","1034.094","1180.774","1232.112","1342.122","1448.465","1547.474","1734.491","1833.5","1840.834","2112.192","2724.581","2533.897","1668.485","1950.844","2057.187","2064.521","1950.844","1800.497","1939.843","2211.201","2387.217","2196.533","1411.795","1950.844","1884.838","2255.205","2174.531","2387.217","2618.238","2695.245","2955.602","3234.294","3450.647","3498.318","3707.337","3762.342","3967.694","4165.712","4055.702","4206.049","4341.728","4158.378","4239.052","4235.385","4536.079","4308.725","4103.373","4330.727","4983.453","5243.81","","","","","",
